REAL,NAME,X,Y,diam,GROSS_AEP,NET_AEP,WAKE_LOSS,wakemodel,A_scaler,layout,wtg,weibull,turb_intens,noj_k,tp_A
0,W_83,473158.0,6104938.738139,250,79.12367746460002,73.01655660180602,0.07718449215819523,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_22,490317.98603500007,6107743.0,250,79.12367746460002,72.32283143780477,0.08595209733316489,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_23,491045.0,6101226.0,250,79.12367746460002,71.37917065687228,0.09787849927972103,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_24,491747.964215,6107743.0,250,79.12367746460002,71.5832533144836,0.09529921247012307,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_25,488669.0,6093306.0,250,79.12367746460002,70.5784096356499,0.1079988709166515,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_26,493177.94239499996,6107743.0,250,79.12367746460002,71.49155000869482,0.0964581993717344,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_27,489857.0,6097266.0,250,79.12367746460002,71.22445418293898,0.09983387444542302,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_28,494607.920575,6107743.0,250,79.12367746460002,71.41025956044228,0.0974855839784331,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_29,488669.0,6101226.0,250,79.12367746460002,71.36141441946624,0.0981029104544162,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_30,496037.89875500003,6107743.0,250,79.12367746460002,71.4095768182858,0.09749421277550596,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_31,486293.0,6093306.0,250,79.12367746460002,70.62038998006012,0.10746830477317316,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_32,497467.87693500007,6107743.0,250,79.12367746460002,71.37594102069282,0.09791931684891077,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_33,487481.0,6097266.0,250,79.12367746460002,71.08229670786487,0.1016305234338083,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
0,W_34,498897.87693500007,6107743.0,250,79.12367746460002,71.40275551095816,0.09758042347180074,NOJ,0.996623896182347,Official,EQN-D250-15MW,DoggerBankC_WindData.xlsx,0.04,0.0343225991332547,0.5
